번호,학년/가진급학년,교과과정,교과영역구분,학수강좌번호,교과목명,교원명,수업캠퍼스,요일/시간,강의실,학점,이론,실습,공학설계,강의계획서,교과목해설,강의유형,강의종류,혁신교과목구분,원어강의,강평결과,이수구분,강의미리보기,개설대학,개설학과/전공,집중이수학기구분,비고,교과목영문명,
1826,"3,4학년",전공,전문,CSE4073-01,인간컴퓨터상호작용시스템,정진우,서울,"화5.0-6.5/13:00-15:00,목5.0-6.5/13:00-15:00","401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2),401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2)",3,2,2,,더블클릭,더블클릭,이론+실습,외국어강의, 플립드러닝,영어,,전공,,AI융합대학,AI융합대학 AI소프트웨어융합학부 컴퓨터공학전공,,"영어강의, 혁신교수법(플립드러닝)",Human-Computer Interaction System,
1827,"3,4학년",전공,전문,CSE4082-01,데이터분석 및 실습,석문기,서울,"월5.0-6.5/13:00-15:00,수2.0-3.5/10:00-12:00","401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3),401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3)",3,2,2,,더블클릭,,이론+실습,일반강의,,,,전공,,AI융합대학,AI융합대학 AI소프트웨어융합학부 컴퓨터공학전공,,수강정원 28명,Data Analytics,
1828,"3,4학년",전공,전문,CSE4083-01,양자컴퓨팅,김동우,서울,"월9.0-10.0/17:00-18:25,목9.0-10.0/17:00-18:25","401-5145(신공학관(기숙사) 5145 강의실),401-5145(신공학관(기숙사) 5145 강의실)",3,3,0,,더블클릭,,이론,일반강의,,,,전공,,AI융합대학,AI융합대학 AI소프트웨어융합학부 컴퓨터공학전공,,,,
1829,"3,4학년",전공,전문,CTE4008-01,디지털영상촬영,김길형,,금6.0-8.5/14:00-17:00,407-B105(정보문화관P P202 강의실),3,1,2,,더블클릭,더블클릭,이론+실습,일반강의,,,,전공,,연계전공,연계전공 문화공학,,"문화공학 전공자 우선 수강신청, 잔여시 일반학생 신청가능 ",Digital Cinematography,
1830,"3,4학년",전공,전문,CTE4011-01,편집디자인실습,이찬호,,수6.0-8.5/14:00-17:00,602-B1V41(충무로 영상센터 신관  계단실),3,1,2,,더블클릭,더블클릭,이론+실습,일반강의,,,,전공,,연계전공,연계전공 문화공학,,"문화공학 전공자 우선 수강신청, 잔여시 일반학생 신청가능 ",Editorial Design,
1831,"3,4학년",전공,전문,CTM4001-01,문화기획서작성,권기석,,금6.0-8.5/14:00-17:00,307-333(명진관 A333 강의실),3,1,2,,더블클릭,더블클릭,이론+실습,팀티칭,,,,전공,,연계전공,연계전공 문화기획,,팀티칭,Cultural Plan Writing,
1832,"3,4학년",전공,전문,CTS4001-01,문화연구와창조적상상력,정영효,,화7.0-9.5/15:00-18:00,303-131(법학/만해관 B174 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,연계전공,연계전공 문화학,,,Cultural Studies and Creative Imagination,
1833,"3,4학년",전공,전문,CTS4010-01,공연예술비평,박병성,,월2.0-4.5/10:00-13:00,303-131(법학/만해관 B174 강의실),3,2,1,,더블클릭,더블클릭,이론+실습,일반강의,,,,전공,,연계전공,연계전공 문화학,,,Performing art Criticism,
1834,"3,4학년",전공,전문,DAI3001-01,개별연구(CS 제목과 이미지 쌍들로부터 이를 요약하는 제목과 이미지 생성),정진우,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1835,"3,4학년",전공,전문,DAI3002-01,개별연구(CS스마트미러 환경에서 장애인/노인 친화적 유니버셜 UI/UX 설계),정진우,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1836,"3,4학년",전공,전문,DAI3003-01,개별연구(CS VR 기기를 활용한 스마트 시스템 설계),정진우,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1837,"3,4학년",전공,전문,DAI3004-01,개별연구(CS 장애인/노인을 위한 제스처인식 시스템 설계),정진우,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1838,"3,4학년",전공,전문,DAI3005-01,개별연구(CS LiDAR센서를 활용한 주변 지도 생성 연구),정진우,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1839,"3,4학년",전공,전문,DAI3006-01,개별연구(CS 여러 각도에서 촬영된 얼굴 영상의 감정 인식 연구),정진우,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1840,"3,4학년",전공,전문,DAI3007-01,개별연구(CS 단계별 감정 인식 연구),정진우,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1841,"3,4학년",전공,전문,DAI3008-01,개별연구(CS딥러닝을이용한 CCTV영상에서의 이상행위자분석및예측기법연구),손윤식,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1842,"3,4학년",전공,전문,DAI3009-01,개별연구(CS AI모델 보안 강화 방법 연구),손윤식,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1843,"3,4학년",전공,전문,DAI3010-01,개별연구(CS 블록체인기반 스마트 컨트랙트 보안약점 분석 도구),손윤식,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1844,"3,4학년",전공,전문,DAI3011-01,개별연구(CS 프로그램 합성기법연구),손윤식,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1845,"3,4학년",전공,전문,DAI3012-01,개별연구(CS 감성챗봇연구),손윤식,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1846,"3,4학년",전공,전문,DAI3013-01,개별연구(CS 경찰청 SNS의 분석을 통한 시민 행동과 정서 빅데이터 연구),정준호,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1847,"3,4학년",전공,전문,DAI3014-01,개별연구(CS 특정 사무 프로세스 자동화를 위한 UI/UX 개선 연구),정준호,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1848,"3,4학년",전공,전문,DAI3015-01,개별연구(CS스마트폰 기반 물체추적 및 점적통 내 수액낙하속도 측정 연구),정준호,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1849,"3,4학년",전공,전문,DAI3016-01,개별연구(CS지능형 융합보안서비스 지원 시뮬레이터 인터페이스 연동 연구),정준호,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1850,"3,4학년",전공,전문,DAI3017-01,개별연구(CS 게임엔진을 활용한 딥러닝 분석용 데이터 생성 연구),정준호,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1851,"3,4학년",전공,전문,DAI3018-01,개별연구(CS 메타버스내 범죄자 회피 및 증거 기록을 위한 방안 연구),정준호,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1852,"3,4학년",전공,전문,DAI3019-01,개별연구(CS딥러닝모델을적용한 에지노드에서의화재감지및예측성능 분석 2),신연순,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1853,"3,4학년",전공,전문,DAI3020-01,개별연구(CS 머신러닝 기반 실시간 활동 추적을 통한 노인 케어 2),신연순,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1854,"3,4학년",전공,전문,DAI3021-01,개별연구(CS딥러닝모델을적용한 에지노드에서의화재감지및예측성능 분석) ,신연순,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1855,"3,4학년",전공,전문,DAI3022-01,개별연구(CS 머신러닝 기반 실시간 활동 추적을 통한 노인 케어),신연순,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1856,"3,4학년",전공,전문,DAI3023-01,개별연구(CS IoT 기반 스마트 노인 돌봄 시스템 구현),신연순,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1857,"3,4학년",전공,전문,DAI3024-01,개별연구(CS 딥러닝에 의한 항공 스케줄링 조합 최적화 3),김동호,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1858,"3,4학년",전공,전문,DAI3025-01,개별연구(CS 노인의 인지 기능 향상을 위한 케어챗봇),김지희,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1859,"3,4학년",전공,전문,DAI3026-01,개별연구(CS 머신러닝 기반 암 조기진단 플랫폼 개발),김지희,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1860,"3,4학년",전공,전문,DAI3027-01,개별연구(CS 프로그래밍 교육을 위한 인공지능 튜터링),김지희,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1861,"3,4학년",전공,전문,DAI3028-01,개별연구(CS 자연어처리 기반 인과관계 추론),김지희,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1862,"3,4학년",전공,전문,DAI3029-01,개별연구(CS 휴대폰 영상 기반 두피진단),김지희,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1863,"3,4학년",전공,전문,DAI3030-01,개별연구(CS ChatGPT 기반 인공지능 응용 개발),김지희,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1864,"3,4학년",전공,전문,DAI3031-01,개별연구(CS그래프 신경망 기반 추천 기법 연구),장혜령,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independent Capstone Design,
1865,"3,4학년",전공,전문,DAI3032-01,개별연구(MME 딥러닝 기반 Computational Camera 기술 연구),이철,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1866,"3,4학년",전공,전문,DAI3033-01,개별연구(MME 기계학습 모델 설계 연구),성연식,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1867,"3,4학년",전공,전문,DAI3034-01,개별연구(MME 심층학습 모델 설계 연구),성연식,서울,,,1,1,0,,,,,,,,,전공,,AI융합대학,AI융합대학 AI융합대,,,Independant Capstone Design,
1868,"3,4학년",전공,전문,DBA4002-01,경영사례분석,최준혁,서울,금1.0-3.5/09:00-12:00,202-385(사회과학/경영관 L304 강의실_스마트),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,경영대학,경영대학 경영대,,,Business Case Analysis,
1869,"3,4학년",전공,전문,DES3314-01,개별연구(아미노아실tRNA 합성 및 분석),강택진,서울,,,1,1,, 0.0,,더블클릭,,,,,,전공,,공과대학,공과대학 공과대,,,Individual research,
1870,"3,4학년",전공,전문,DES3414-01,개별연구(리튬이차전지 양극재용 전구체 및 층상구조 NMC 양극소재 합성 및 전지 성능 평가),남경완,서울,,,1,1,0, 0.0,,더블클릭,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1871,"3,4학년",전공,전문,DES3509-01,개별연구(인공지능 알고리즘 및 응용 연구),손영두,서울,,,1,1,0, 0.0,,더블클릭,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1872,"3,4학년",전공,전문,DES3519-01,개별연구(나노바이오 센서용 소재 및 적용 I),이재준,,,,1,1,0, 0.0,,더블클릭,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1873,"3,4학년",전공,전문,DES3520-01,개별연구(고분자 전자재료의 화학구조 및 전기적 특성 이해),조제웅,,,,1,1,0, 0.0,,더블클릭,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1874,"3,4학년",전공,전문,DES3535-01,개별연구(용액공정성 반도체 물질 설계),조제웅,서울,,,1,1,0, 0.0,,더블클릭,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1875,"3,4학년",전공,전문,DES3537-01,개별연구(비행 로봇 설계 및 제작),한민우,서울,,,1,1,0, 0.0,,,,,,,,전공,,공과대학,공과대학 공과대,,,Independent Capstone Design,
1876,"3,4학년",전공,전문,DES3538-01,개별연구(소프트 액추에이터 개발 및 응용),한민우,서울,,,1,1,0, 0.0,,,,,,,,전공,,공과대학,공과대학 공과대,,,Independent Capstone Design,
1877,"3,4학년",전공,전문,DES3576-01,개별연구(차세대 광전소재 및 소자 설계),조제웅,,,,1,1,0, 0.0,,더블클릭,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1878,"3,4학년",전공,전문,DES3595-01,개별연구(차세대 태양전지 및 에너지변환 소재 특성분석 3),이재준,,,,1,1,0, 0.0,,,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1879,"3,4학년",전공,전문,DES3687-01,개별연구(섬유형태의 온도센서 제작 및 특성 측정),한정인,,,,1,1,0, 0.0,,,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1880,"3,4학년",전공,전문,DES3795-01,개별연구(해석가능한 인공지능 및 스케줄링 문제의 적용),전성범,서울,,,1,1,0, 0.0,,,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1881,"3,4학년",전공,전문,DES3892-01,개별연구(콜로이드 나노입자 합성 및 응용3),최민재,서울,,,1,1,0, 0.0,,,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1882,"3,4학년",전공,전문,DES3953-01,개별연구(리튬이차전지용단입자 하이-니켈양극소재 합성 및 전지 성능평가),남경완,서울,,,1,1,0, 0.0,,,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1883,"3,4학년",전공,전문,DES3976-01,개별연구(양자점 발광 소자 제작 및 특성 평가),한정인,,,,1,1,0, 0.0,,,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1884,"3,4학년",전공,전문,DES3978-01,개별연구(나노물리1),신재철,서울,,,1,1,0, 0.0,,,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1885,"3,4학년",전공,전문,DES3979-01,개별연구(전동기 제어 기초),정현삼,서울,,,1,1,0, 0.0,,,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1886,"3,4학년",전공,전문,DES3980-01,개별연구(위치기반데이터 정확도 향상 연구),김웅섭,서울,,,1,1,0, 0.0,,,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1887,"3,4학년",전공,전문,DES3981-01,개별연구(다이어트관리 채팅앱 연구),김웅섭,서울,,,1,1,0, 0.0,,,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1888,"3,4학년",전공,전문,DES3982-01,개별연구(국내·외 건설기술 트렌드 분석),김상범,서울,,,1,1,0, 0.0,,,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1889,"3,4학년",전공,전문,DES3983-01,개별연구(내충격 보호테이프 제조),이명천,서울,,,1,1,0, 0.0,,,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1890,"3,4학년",전공,전문,DES3984-01,개별연구(이산화탄소 포집 및 수소 생산 기술),박정훈,서울,,,1,1,0, 0.0,더블클릭,,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1891,"3,4학년",전공,전문,DES3985-01,개별연구(모듈형 생체소재를 활용한 자연살해세포 항암기능성 강화),김교범,서울,,,1,1,0, 0.0,,,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1892,"3,4학년",전공,전문,DES3986-01,개별연구(피부유해균 성장억제 조건 탐색),강택진,서울,,,1,1,0, 0.0,,,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1893,"3,4학년",전공,전문,DES3987-01,개별연구(지능형 모바일로봇 설계 및 제작),임수철,서울,,,1,1,0, 0.0,,,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1894,"3,4학년",전공,전문,DES3988-01,개별연구(자연모사 기반 인공근육 및 슈퍼커패시터),최창순,서울,,,1,1,0, 0.0,,,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1895,"3,4학년",전공,전문,DES3989-01,개별연구(분광기를 활용한 유기 소재 광물리적 특성 분석),오제민,서울,,,1,1,0, 0.0,,,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1896,"3,4학년",전공,전문,DES3990-01,개별연구(수소 에너지전환을 위한 나노 합금/세라믹 계면 연구 및 응용1),진하늘,서울,,,1,1,0, 0.0,,,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1897,"3,4학년",전공,전문,DES3991-01,개별연구(이차전지 소재 분자모델링 1),한영규,서울,,,1,1,0, 0.0,,,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1898,"3,4학년",전공,전문,DES3992-01,개별연구(무기소재를 이용한 바이오/환경 소재 개발),오제민,,,,1,1,0, 0.0,,,,,,,,전공,,공과대학,공과대학 공과대,,,Independant Capstone Design,
1899,"3,4학년",전공,전문,DES4024-01,기업사회맞춤형캡스톤디자인1,김형호,서울,목10.0-12.5/18:00-20:30,401-4161(신공학관(기숙사) 4161 종합설계실습실),3,0,3,,더블클릭,더블클릭,실습,일반강의,,,,전공,,공과대학,공과대학 공과대,,"P/F, 수강제한20명",Enterprise and Society Tailored Capstone Design Project 1,
1900,"3,4학년",전공,전문,DES4024-02,기업사회맞춤형캡스톤디자인1,금동준,서울,목6.0-8.5/14:00-17:00,401-4161(신공학관(기숙사) 4161 종합설계실습실),3,0,3,,더블클릭,더블클릭,실습,일반강의,,,,전공,,공과대학,공과대학 공과대,,"P/F, 수강제한30명",Enterprise and Society Tailored Capstone Design Project 1,
1901,"3,4학년",전공,전문,DES4024-03,기업사회맞춤형캡스톤디자인1,한기용,서울,목7.0-9.5/15:00-18:00,401-2166(신공학관(기숙사) 2166 강의실),3,0,3,,더블클릭,더블클릭,실습,일반강의,,,,전공,,공과대학,공과대학 공과대,,,Enterprise and Society Tailored Capstone Design Project 1,
1902,"3,4학년",전공,전문,DES4031-01,기술창업캡스톤디자인1,정기수,서울,수10.0-12.5/18:00-20:30,"405-325(원흥관 1,3 E325 원흥 PBL)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 공과대,,,technology startup Capstone Design 1,
1903,"3,4학년",전공,전문,DES4031-02,기술창업캡스톤디자인1,이태현,서울,목10.0-12.5/18:00-20:30,"405-325(원흥관 1,3 E325 원흥 PBL)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 공과대,,,technology startup Capstone Design 1,
1904,"3,4학년",전공,전문,DLB2072-01,개별연구(발암물질 세포손상 억제 기전 연구),성정석,,,,1,1,0,,,,,,,,,전공,,바이오시스템대학,바이오시스템대학 바이오시스템대,,,Independant Capstone Design,
1905,"3,4학년",전공,전문,DNS3080-01,개별연구(DNA퓨린염기생체모사약물성복소고리화합물의 합성/분석기술 연구),공영대,서울,,,1,1,0,,,,이론,일반강의,,,,전공,,이과대학,이과대학 이과대,,,Independant Capstone Design,
1906,"3,4학년",전공,전문,DNS3081-01,개별연구(계층형 3차원 나노복합재료의 합성 및 분석),김영관,서울,,,1,1,0,,,,이론,일반강의,,,,전공,,이과대학,이과대학 이과대,,,Independant Capstone Design,
1907,"3,4학년",전공,전문,DNS3082-01,"개별연구(리소그라피를 이용한 top, bottom gate 소자 제작 및 평가)",정권범,서울,,,1,1,0,,,,이론,일반강의,,,,전공,,이과대학,이과대학 이과대,,,Independant Capstone Design,
1908,"3,4학년",전공,전문,DNS3083-01,개별연구(산화물 반도체 기반의 시냅스 소자 제작 및 특성 분석),이세준,서울,,,1,1,0,,,,이론,일반강의,,,,전공,,이과대학,이과대학 이과대,,,Independant Capstone Design,
1909,"3,4학년",전공,전문,DNS3084-01,개별연구(나노 공정 및 나노 소재 물성 연구정),장재원,서울,,,1,1,0,,,,이론,일반강의,,,,전공,,이과대학,이과대학 이과대,,,Independant Capstone Design,
1910,"3,4학년",전공,전문,DNS3085-01,개별연구(최신 세포 회춘 재생 치료기술 탐색 및 연구),김종필,서울,,,1,1,0,,,,이론,일반강의,,,,전공,,이과대학,이과대학 이과대,,,Independant Capstone Design,
1911,"3,4학년",전공,전문,DSC4001-01,데이터사이언스를위한파이썬프로그래밍,이우진,서울,"화2.0-3.5/10:00-12:00,수2.0-3.5/10:00-12:00","408-229(정보문화관Q Q202 컴퓨터실습실),407-226(정보문화관P P404 강의실)",3,2,2,,더블클릭,더블클릭,이론+실습,일반강의,,,,전공,,연계전공,연계전공 데이터사이언스소프트웨어,,40명제한,Python Programming for Data Science,
1912,"3,4학년",전공,전문,DSC4005-01,텍스트기반데이터분석,김광일,서울,"월2.0-3.5/10:00-12:00,수2.0-3.5/10:00-12:00","407-226(정보문화관P P404 강의실),408-229(정보문화관Q Q202 컴퓨터실습실)",3,2,2,,더블클릭,더블클릭,이론+실습,일반강의,,,,전공,,연계전공,연계전공 데이터사이언스소프트웨어,,40명제한,Text Mining,
1913,"3,4학년",전공,전문,DSC4007-01,데이터사이언스캡스톤디자인,박성식,서울,"목7.0-8.5/15:00-17:00,금8.0-9.5/16:00-18:00","407-226(정보문화관P P404 강의실),408-221(정보문화관Q Q201 (Q) 공용컴퓨터실)",3,2,2,,더블클릭,더블클릭,이론+실습,일반강의,,,,전공,,연계전공,연계전공 데이터사이언스소프트웨어,,40명제한,Data Science Capstone Design,
1914,"3,4학년",전공,전문,DSC4008-01,데이터랭글링,한웅진,서울,"월9.0-10.5/17:00-18:50,수9.0-10.5/17:00-18:50","408-221(정보문화관Q Q201 (Q) 공용컴퓨터실),408-229(정보문화관Q Q202 컴퓨터실습실)",3,2,2,,더블클릭,더블클릭,이론+실습,일반강의,,,,전공,,연계전공,연계전공 데이터사이언스소프트웨어,,40명제한,Data Engineering,
1915,"3,4학년",전공,전문,DSC4009-01,데이터분석및시각화,조성균,서울,"월5.0-6.5/13:00-15:00,수5.0-6.5/13:00-15:00","408-229(정보문화관Q Q202 컴퓨터실습실),407-226(정보문화관P P404 강의실)",3,2,2,,더블클릭,더블클릭,이론+실습,일반강의,,,,전공,,연계전공,연계전공 데이터사이언스소프트웨어,,40명제한,Data Visualization,
1916,"3,4학년",전공,전문,ECO4002-01,경제사,김낙년,서울,수7.0-9.5/15:00-18:00,202-364(사회과학/경영관 L311 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,사회과학대학,사회과학대학 경제학과,,,Economic History,
1917,"3,4학년",전공,전문,ECO4002-02,경제사,김낙년,서울,목10.0-12.5/18:00-20:30,201-313(사회과학/경영관 M304 강의실_스마트),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,사회과학대학,사회과학대학 경제학과,,,Economic History,
1918,"3,4학년",전공,전문,ECO4004-01,계량경제학,안형택,서울,"월5.5-6.5/13:30-15:00,수5.5-6.5/13:30-15:00","201-404(사회과학/경영관 M404 강의실_스마트),201-404(사회과학/경영관 M404 강의실_스마트)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,사회과학대학,사회과학대학 경제학과,,,Econometrics,
1919,"3,4학년",전공,전문,ECO4005-01,국제경제론,김관호,서울,"월4.0-5.0/12:00-13:30,수4.0-5.0/12:00-13:30","201-455(사회과학/경영관 M455 강의실),201-455(사회과학/경영관 M455 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,사회과학대학,사회과학대학 경제학과,,수강정원: 50명,Theory of International Economics,
1920,"3,4학년",전공,전문,ECO4005-02,국제경제론,김관호,서울,"월7.0-8.0/15:00-16:30,수7.0-8.0/15:00-16:30","201-455(사회과학/경영관 M455 강의실),201-455(사회과학/경영관 M455 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,사회과학대학,사회과학대학 경제학과,,수강정원: 50명,Theory of International Economics,
1921,"3,4학년",전공,전문,ECO4006-01,국제금융론,이원기,서울,월5.5-8.0/13:30-16:30,201-222(사회과학/경영관 M215 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,사회과학대학,사회과학대학 경제학과,,수강인원제한: 40명,International Finance,
1922,"3,4학년",전공,전문,ECO4006-02,국제금융론,이원기,서울,수2.5-5.0/10:30-13:30,201-129(사회과학/경영관 M129 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,사회과학대학,사회과학대학 경제학과,,수강인원제한: 35명,International Finance,
1923,"3,4학년",전공,전문,ECO4007-01,노동경제학,이정택,서울,"월8.5-9.5/16:30-18:00,화8.5-9.5/16:30-18:00","201-313(사회과학/경영관 M304 강의실_스마트),201-313(사회과학/경영관 M304 강의실_스마트)",3,3,0,,더블클릭,더블클릭,이론,외국어강의,,영어,,전공,,사회과학대학,사회과학대학 경제학과,,영어강의,Labor Economics,
1924,"3,4학년",전공,전문,ECO4007-02,노동경제학,이정택,서울,"월10.0-11.0/18:00-19:15,화10.0-11.0/18:00-19:15","201-313(사회과학/경영관 M304 강의실_스마트),201-313(사회과학/경영관 M304 강의실_스마트)",3,3,0,,더블클릭,더블클릭,이론,외국어강의,,영어,,전공,,사회과학대학,사회과학대학 경제학과,,영어강의,Labor Economics,
1925,"3,4학년",전공,전문,ECO4009-01,산업조직론,민윤지,서울,수5.0-7.5/13:00-16:00,201-214(사회과학/경영관 M211 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,사회과학대학,사회과학대학 경제학과,,,Theory of Industrial Organization,
1926,"3,4학년",전공,전문,ECO4009-02,산업조직론,김태선,서울,목10.0-12.5/18:00-20:30,201-455(사회과학/경영관 M455 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,사회과학대학,사회과학대학 경제학과,,,Theory of Industrial Organization,
1927,"3,4학년",전공,전문,ECO4019-01,경제학강독,김종일,서울,"화5.5-6.5/13:30-15:00,수5.5-6.5/13:30-15:00","201-313(사회과학/경영관 M304 강의실_스마트),201-313(사회과학/경영관 M304 강의실_스마트)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,사회과학대학,사회과학대학 경제학과,,수강인원제한: 50명,Reading Economics,
1928,"3,4학년",전공,전문,ECO4020-01,금융경제학,지인엽,서울,"월8.5-9.5/16:30-18:00,화8.5-9.5/16:30-18:00","201-455(사회과학/경영관 M455 강의실),201-455(사회과학/경영관 M455 강의실)",3,3,0,,더블클릭,더블클릭,이론,외국어강의,,영어,,전공,,사회과학대학,사회과학대학 경제학과,,영어강의,Financial Economics,
1929,"3,4학년",전공,전문,ECO4020-02,금융경제학,김태선,서울,수10.0-12.5/18:00-20:30,202-374(사회과학/경영관 L301 강의실),3,3,0,,더블클릭,더블클릭,이론,외국어강의,,영어,,전공,,사회과학대학,사회과학대학 경제학과,,영어강의,Financial Economics,
